the_review,year,month
The sound quality of this product is very bad,2021,04
"My laptop has terrible sound quality and produces sound super low both from the speakers and other headphones, but these amp the sound up so that I can actually hear without straining my ears, and they also help with noise cancellation, as my roommate can get loud at night for certain reasons (if you know, you know), but if I put these on I won't hear a thing. They don't stay on too well if you move your head around a ton, normal movement is fine, but abrupt, jerky movements make them slide a bit. Still, I would definitely recommend them.",2021,04
I love this product! It’s very comfortable and stylish and versatile! Definitely would buy as a gift for someone else!😌,2021,04
Didn’t make it a month. Son was so excited to get em. Loved em for the half month they worked. Reached out to them to see if there is any warranty on them. Waiting for reply.,2021,04
Ear holes are a little small. I am over 6 feet though. Other than that it's perfect for what I need.,2021,04
We have tried to plug them into 4 different controllers and still can't get the mic to work on them. And when the mic works you can't hear anything,2021,04
Bought a or two month before Christmas. Just wrapped it and put it in the closet. My son opened them Christmas day and was excited. But when he went to use them they didn't work... And it was to far past to return them. I was very disappointed 😞,2021,04
Perfect mic quality and noise cancellation,2021,04
Best ive ever had def 100/100,2021,04
Works great with my xbox,2021,04
"Bought for use with my ps4. Works great, good sound quality",2021,04
Keep in mind other players might hear a static like noise when the headsets are plugged in. Otherwise a good product for the price.,2021,04
I was very unhappy with this product. It was way too complicated to connect to the PC. Returned the product and still having problem with the new one I received instead.,2021,04
My son is a gamer and he loves them.,2021,04
Never worked,2021,04
This is for gaming for my son and he loves it!,2021,04
Good headset. First one was defective but I was able to get a replacement right away. It’s not too loud but the headphone itself does cancel out all surrounding noise. And I have a small head and it’s very spacious,2021,04
Great quality,2021,04
Good headset for the price.,2021,04
I bought this headset because my old headset is not working so I bought it. I think this headset has a great quality for sound and I feel comfortable when I wearing it.,2021,04
The headphones stopped working correctly within a month (sound only in one ear).,2021,04
"Very comfortable and durable. Makes gaming 100X better compared to other headsets. I used to headset for gaming on games like Cod blackops, Cod Warzone, and Fornite. Helped me hear the opponents better and allowed for better gaming experience.",2021,04
That it doesn't light up on both sides of the headphones like i thought it would of then that it was great.,2021,04
Quality is ok,2021,04
Worked for my 8 year old.,2021,04
very comfy and works great,2021,04
They give very go of sound.  The color is wonderful as blue is my favorite color. Best of all is they got my head,2021,04
Perfect so far. Feels more premium than the cost. Definitely a great beginner headphone for gaming.,2021,04
"I'm not much of a gamer but I got these for work conference calls because my computer's mic is terrible. The first thing I noticed is that they felt like they were made with cheap plastic. The ear cushions are super stiff and they don't seem to get worn-in after using them. Even though I don't game too much, I still have some multi-hour sessions on GTA 5 at night and use these so I dont wake up my house. The sound is good but the ear cushions really start hurting my ears after prolonged usage. If you're looking for comfort, go elsewhere.The overall sound is good, not great. Absolutely no noise cancelling functions.",2021,04
My 10 year old loves these headphones.,2021,04
Works great,2021,04
Have nothing bad to say it does it's job and does it well,2021,04
"bought it for my 10 year old lil bro for his xbox one, he seems to like it",2021,04
Every since I brought these for my son i have to go to his bedroom about 10 times a day just to tell him he's loud... he loves them and so do I(I sneak and play his game when he's in school) I will be buying them again soon for myself and its my favorite color.....overnight shipping is a plusssss,2021,04
We used for gaming. Works great and really good price for the quality.,2021,04
"I really wanted to love this headset. It looks nice, and is very lightweight, but no matter what I did, they sound quality was incredibly poor. I wanted to be able to chat with friends online while gaming, and even with my output volume all the way up, and friends turning me all the way up in their settings, they could barely hear me. I could barely hear them, or any of the sound coming from my PC. I ended up replacing them within a week of purchase.",2021,04
I was really impressed with these headphones.  They are great a canceling out other noise and I can hear things in game that I never even noticed when I played through the tv speakers.  Great purchase!,2021,03
This was perfect for my son! The quality is great and the price was right.,2021,03
Junk!!! You get what you pay for! Left speaker and mic didn't work out of the box. Immediately returned it and got the hyperx cloud 2. It was more expensive but awesome - well worth the extra money!!!,2021,03
My little gamer liked the headsets. Easy on the pocketbook.,2021,03
"Overall very happy with the headset. The microphone never worked but the rest of the headset worked so well that the person we gifted it to used it anyway! Worked great for cancelling the noise in a small, crowded house!",2021,03
12 yr old son loves it!!!,2021,03
Ok,2021,03
Son loved them except they wouldn't work with his playstation,2021,03
Works great & looks even better !,2021,03
This thing is amazing the mic is very clear and the sound is awsome,2021,03
Basically the heading stand for itself,2021,03
Overall a great product at a great price!,2021,03
"Loving the fact that the sound quality is this amazing. Also beyond thrilled that I can wear them for hours and not have to worry about them hurting my ears when wearing them (I have size 00 gauged ears, so it is awesome). Overall VERY happy with my headphones.",2021,03
"It works, but not the quality I was looking for. Also makes my head hurt after about an hour. If you are a serious gamer, I recommend choosing a higher end headset.",2021,03
Sound quality is pretty good and the mic feels sturdy. We've used them for about 8 months now and still going strong.,2021,03
Headset was a gift for my son.  He loves that it lights up!,2021,03
I like the volume mixer so I can change the volume sound.,2021,03
The brand is much cleaner than most products of similar quality.,2021,03
Liked it,2021,03
"No issues, love the color, works great for Discord.",2021,03
It works very well i got it as a gift for my boyfriend and he loves it,2021,03
Not very comfortable.,2021,03
Used for gaming.,2021,03
This headset is very comfortable with good sound and mic. I got the purple for myself and the pink one for my daughter and they are both very pretty and work great.,2021,03
"They are so comfortable and work as described. The sound is as if your in a movie theater, clear and perfect.",2021,03
Great product for great price.,2021,03
"My six year old grandaughter is a gamer, I've been told. All I know is that these headphones is on her head most of the time I see her, she prefers this set over two previous pair her parents bought her. So grandparents I'm still getting kisses for buying my grandbaby a pair she really liked!!!",2021,03
Very comfortable and great sound quality,2021,03
Headset does a excellent job of noise canceling and the sound quality is great.,2021,03
Good headset,2021,03
My son enjoys this headset. The quality is pretty good.,2021,03
Great Headphones.,2021,03
My son loved this headset. Thought the lights were awesome and had great sound. Perfect for gaming and virtual learning!,2021,03
"The price on this headset was unbeatable.  I have had them for 4-5 months and I can’t believe how good they sound especially for the price point.  And they have held up with nothing breaking.  They are very comfortable and I have had several 4-5 hour gaming sessions with no complaints.  They don’t sound as good as the Sony Bluetooth set I have but they were 5x more expensive so I didn’t expect them to.  The LED lights are cool but fortunately you can not use them by not plugging in the USB connection.  If you are looking for a comfortable decent sounding wired headset for a great price, look no further!!",2021,03
Awesome product. Great price and sound.,2021,03
You have to scream into the mic and the volume is low.,2021,03
Does not work!,2021,03
"Kids love this. Its loud, you can hear clearly, has a long cord and the lighting is a bonus",2021,03
love the colors,2021,03
ear pads are VERY small must be made for little kids ears mic is short but overall sound is good. Wish it had a clip for the controls.,2021,03
"the inline controls are handy and the bass is quite boomy, also very comfortable for longer game sessions",2021,03
"My son loves his video games and with this headset he can play with his friends. This is the second one he got and he wanted the same one because it is so comfortable. It is really comfortable on the ears, the voices are clear, and he loves it. We would highly recommend it.",2021,03
i love the headset and it works great,2021,03
These are great headphones! My 12 year old son loves them! The noise canceling is very impressive on them for the price!,2021,03
"Perfect for my 8 year old. The size adjusts to fit his head, and expands for anyone else in the family. He especially lights the color and lights. I can’t speak for sound quality since so haven’t used it myself, but he’s happy.",2021,03
This does not work for an Xbox one!  False advertising!!!,2021,03
My son loves them!,2021,03
"Comfortable, good sound, overall and excellent product for the price.",2021,03
Very nice and good quality headset. The gaming experience and noise canceling and sound quality are amazing,2021,03
The is ver good k live it,2021,03
This headset was purchased as a Christmas present for my son.  He really loves it.  His friends ask him what headset he has because they can hear him perfectly.  Must have good sound quality because he can never hear me when I try to talk to him.  Great product for the price.  Glad we went with this one.,2021,03
My daughter loved the color,2021,03
This headset is light weight and has very good quality sound for the price and is very comfortable. Microphone works good as well. Lights on the sides of the headset make it look nice.,2021,03
Works perfect for my gaming device.,2021,03
Could be louder when connected through the XBox Controller,2021,03
Ther is nothing bad to say about these Headphones,2021,03
Works good. Mic stopped working but the seller was very quick in sending a replacement copy. Good,2021,03
"Bought these for my son for when he's playing games on the PC. They are comfortable, have great sound, and simple to set up (On a Windows 10 PC). Great value and a great product.",2021,03
"Not even 2 months and they broke, can't even get ahold of manufacturer.",2021,03
The boys love these headsets,2021,03
The lights. Also like the noise blockage.,2021,03
"I like the sound quality, my kids love it, perfect for playing video games! 100% recommended",2021,03
Love the headset works great and does the job would definitely recommend to buy for all gaming and headset needs,2021,03
Some people will hate and say these are bad headphones cuz they’re cheap. I’ve been using these forever. Their sound quality is great and the mic quality is just as good as any other mix. No need to spend hundreds on a mic and headphones when you can get it for cheap.,2021,03
" This is exactly what I wanted. Cancels all noise in the background, lights up, and its my two favorite colors. Thanks Amazon. I’m in love.",2021,03
Nice,2021,03
"good for gaming, comfortable",2021,03
Very good quality and very comfortable headphones,2021,03
"It's also super comfortable. I play for hours a day, and I dont ever take it off because I forget I have it on. 10/10 🌟🌟🌟",2021,03
I liked everything about these until the microphone stopped working after only about a month or so.,2021,03
Had to buy the Adapter separately,2021,03
I used these headphones for gaming and they were by far the best headphones especially considering it’s price. The earmuffs fit nicely on my ears and are very comfortable. What would make these headphones even better would be the ability to change how high/low you want the sound of the game versus the sound of voice chat and vice versa like PS4 headphones.,2021,03
"I have never had a headset with a worse mic, audio quality is complete guarbage. Headset sound is bad too",2021,03
Very good works perfectly good as 100 dollars one saves you money and gets job done noise cancellation awesome,2021,03
Gaming pc,2021,03
The microphone broke within a few hours of play.,2021,03
"I am very pleased with the quality on the device, it does not feel cheap in any way, for the price is a lot better working that other more expensive ones, is not too heavy which make it very comfortable to wear for hours in online tournaments, the cushions seat perfectly around the ears isolating from external noise and making very clear the sound on the games.Even when these are considered entry level, It is a pleasure to use them while playing all my games.I also use them to play music and the surround sound is amazing, i can hear every instrument with absolute clarity.I guess i will be updating this review as the time goes by, but for now, i will say that i am very pleased with all the characteristics and for the price, you cant go wrong.Frank",2021,03
I got this headset for my 10 year old son. It’s has great surround sound quality. The over ears design work well. My work from home office shares the same space as my son games in. This  allows him to game after school quietly and headset cancels the sound of my work conversations. They are conform able and work great.The,2021,03
Awesome got a pair of these for my brothers birthday and he really liked them,2021,03
My 8 year old son likes these headphones. They work great and look nice! They are also very comfortable. The lights are a nice touch. We would purchase them again!,2021,03
"After 1 year of using these headphones I am finally going to get rid of these. That's not to say it's bad it's just not for me. After a year, these still work great (even though they've fallen too many times to count). The audio is fine, but everything else is lacking. Straight out of the box the microphone levels were too low so I had to already go to my sound panel and microphone boost it to +10 dB. I could hear my voice nice and clear but it picked up just about everything else in my room, not to mention that it also picked up the sounds from the speakers inside the earcups. Made it impossible for me to play in a voice chat with friends because you would hear double the audio. Now onto the build quality of the headset, you get what you pay for. I am a pretty small person (kinda sad) and this headphone was still too small for me. It hurt my ears and the sides of my heads.For 30 dollars it's a decent set of headphones, but I recommend you buy something better, 3/5.",2021,03
I got this for my son for his birthday and we are very pleased with the quality and this price point you can't beat it.  Great product!,2021,03
"I like the headphones, but they just don't have the volume I expected.",2021,03
It is a $25 headset for small kids. If it breaks it’s a $25 headset for kids.,2021,03
"only complaint is that when at high volume, a buzzing can be heard",2021,03
This is a very comfortable headset with good sound quality.,2021,03
My son loves these.  We had purchased another pair and he said they were very uncomfortable.  He requested these and is very happy,2021,03
"I got this to better hear players in PS4 titles such as Vigor, Apex, and DayZ. It functions far better than my old headphones. The sound of my neighborhood is less distracting with the noise cancelation, and the headphones fit me much better and more comfortably.",2021,03
"I use the headphones for gaming and they seem perfectly fine; no issues. Sound is clear , headphones are comfortable, and mic works as advertised. Nicely done.",2021,03
My son loves them!,2021,03
I am using this headset for gaming. When I got them took alittle bit to figure out that you have to have the boom mic all the way down to use it. When it is up it is muted. Other than that I am really enjoying them and worth the money.,2021,03
My son is really happy with this.they are really good.,2021,03
"I use this product for online gaming, extremely happy I bought the headset, now I can communicate and hear other players.",2021,03
"Everything was good except the mic. I can't talk for some reason I've tried everything, the mic needs to be tweaked.",2021,03
It was not eyeglasses friendly and caused a headache after an hour.,2021,03
This is the best headset I’ve ever used! And for a affordable price it’s not bad at all!!!,2021,03
"I like for gaming, noise cancellation and sound quality",2021,03
Great price....functions well...comfortable to wear,2021,03
i love it overall no dislikes perfect,2021,03
It’s very nice and helpful for gamin,2021,03
"I like this gaming headset for my 11 years old boy.  He like this headset because he didn't heard another aound, the headset have light. Easy to use. He likes the volume botton. He heard the clear voice. Over all he like it",2021,03
"It arrived in time, the overall quality of this products is good.",2021,03
Great video game headset. Love how it has the adjustable speak in microphone. Now players can actually hear me.,2021,03
"This is a great headset. Sound quality is great both on the headset and on the other end of the microphone. Comfortable padding on the band across the top of my head, and on the ear cuffs as well. Great purchase.",2021,03
"I got this for my lil’bro as a gift. He really loves it. Very Essen to many of his needs like gaming, playing on his phone, etc. I’d buy one myself if I had enough money, lol. Good buy for kids.",2021,03
"They work as intended, but sometimes they're weird. You do get what you pay for. The cord is obnoxiously long. The microphone only works if I have the switch perfectly in between the muted and not muted setting. Very odd. The headset covers your whole ear so it doesn't put pressure on them, which is nice. The headset itself is pretty big and clunky though. Definitely a good purchase if you're a casual gamer who just needs a cheap headset. Had it for a couple years and it works.",2021,03
"Purchased for my friend to use with her Zoom classes - works great with iPad, Chromebook, and computer so far.  Love it",2021,03
"I only bought this because I needed a headset Asap, due to mine missing a wire, and when I seen this headset as I searched for one I wanted to try it out. Since I’ve tried it out, it has been a great find, and is worth the money that I spent on this product.",2021,03
"Low end performance, not as comfortable as I expected.",2021,03
"Amazing headphones. Not too bulky, sounds great and my son loves it!",2021,03
"I'd been looking to upgrade from my old headset, these are everything I'd been looking for. They're comfortable and the sound quality is fantastic.",2021,03
I bought this for my son to play fortnite on his Switch. Works so well I borrowed it for work one day and my coworkers even commented on how clear I sounded.,2021,03
Really good headset,2021,03
"You can’t hear anything, with them on, clear noise.",2021,03
The headset works perfectly. They arrived on time and had no trouble connecting them or using it. I personally use it foe gaming and its nice sound quality when talking through it. I really like them.,2021,03
I really like the color,2021,03
I bought this for my 10 year old for gaming. I was shocked at how good the sound quality is and the noise cancelling features. Also very comfortable to wear for long periods.,2021,03
"Great sound quality for the money, cancels background noise perfectly. Really comfortable to wear. A++ Product will buy again.",2021,03
Great headphones for the Xbox husband loved them,2021,03
Everything is perfect except that I had to chip a little bit off of the plugging that goes on the controller Bcus it would fit right on my ps4 controllers,2021,03
The headphones are great. The sound quality is good and my son says they are comfortable. Very satisfied so far.,2021,03
I bought this headphones for my University Zoom classes and I was surprised of the quality for the price.This headphones have great sound and look cool.,2021,03
Product did not work as expected,2021,03
Great gaming headset with noise isolation. It’s comfortable for long time use with sufficient support over the ears.,2021,03
Great for gaming.,2021,03
It has really good noise canceling very good for hearing footsteps while gaming overall a great product for sound quality.,2021,03
Son loves them. They are comfortable on his ears.,2021,03
This are the best gaming headphones that I ever seen in my life!!,2021,03
I like the way it produces quality sound and enjoyable.,2021,03
The sound quality is very clear and perfect for gaming on the ps4. Mic is clear. Very happy with these.,2021,03
"(Original review: For this price, they're pretty good. They aren't 100% noise-cancelling, but around 90%. The speakers in the headphones are great. The microphone isn't great though. I was told I sounded like I was speaking into a plastic cup.)Within the first two weeks, the headphones no longer light up and the mic doesn't work. Customer service never returns any emails, even though I've sent 3 to them. Very disappointed! Will never buy from these people again.",2021,03
Good,2021,03
Very nice,2021,03
Nice and clear,2021,03
I can hear every footstep on any game I play great product.,2021,03
Product is real great.  I have big ears and it fits over my ears real well.  Volume adjustment wheel move easily. Would recommend.,2021,03
No dislikes,2021,03
Son loves it.  Great product for the price!!,2021,03
Good for ps4 and my pc sound quality is great and product is very well put together.,2021,03
Good quaility for price,2021,03
I purchased these for my son. He really loves them. Best headphones I have purchased.,2021,03
Could not be happier.. cord a little long but certainly not a deal breaker sound quality and comfort A1,2021,03
"For any headset as inexpensive as this headset, its actually a good one. It didn't have the best quality like what I normally get..but I didn't expect it to be very good. It felt as if it was kind of crushing my head from the cheap foam earpiece, and the foam piece that rests on top of your head didn't make it that much better. I could only wear it for about 30 minutes to an hour before hearing the pumping of my heart. The audio wasn't the best but it definitely isn't the worst audio. The mic is great and my friends said the only difference between my $200 mic and this one was, it was quieter. The adjustable function for the headset is what I disliked the most. Each time I adjust it. It always made a loud cracking sound from the adjusters, and each time I felt as if I was going to break or snap it in half because of how hard you have to pull to adjust the thing. In all, I wouldn't generally recommend this headset. I know it's a cheap option, but I have found lucid sound headsets or other main brand headsets as cheap as this one, that have a lot better quality than this one. I'm giving this one 4 stars mainly because its a cheap option for gaming, but I could easily give this 2 since I can find better options that are as cheap as this headset. If you are looking for a good headset that will last a long time. I recommend corsair voids, or just any ""more expensive headsets"" aiming around $75-$150",2021,03
This headphone fits my head so comfortably and allows me to be fully submerged in the sound. The mic works great and I have not found any trouble so far.,2021,03
"The sound quality is amazing, you only hear the gameplay, and IT CAN LIGHT UP!!",2021,03
This is the best headphones on the market,2021,03
"havent really had time to really try them out, but have worked great so far on one game",2021,03
"I used this headset for my ps4, Works great for chat, very clear to listen to, cancels out background noise.",2021,03
I’m not for sure the headset is good but I’m gonna take a guess and say it is. I never got to use it because mine got destroyed.,2021,03
:),2021,03
Excelente,2021,03
I love that it lights up but I have a ps4 so to have it light up and plugged into my controller... I kind have to choose which i want to use. 😅 over all it’s a nice looking headset!,2021,03
Was perfect for my gaming needs,2021,03
My son enjoyed the sound quality of the headset and loved that it turned on the colors!,2021,03
this product is a little small for people with big heads but I enjoy the sound quality and the base. to me I have tested it and it has quality sound.,2021,03
"This headset is beautiful, slick and comfortable. It does its job with beautiful sound and quality gaming.",2021,03
"Not gonna lie when I first got this headset I really was not expecting much for the price but I was looking for a headset upgrade (my current ""gaming"" headset was some skullcandy headphones). I just wanted a headset so that I can have awesome sound and mute myself when I wanted to. These are honestly great. I haven't had the chance to use them for gaming yet (college student life) but Jesus they are amazing for rocking out so far and the light up feature makes them look awesome! Motley crue has literally never rocked harder lmao. Seriously for the price, these are a steal! Hoping they last a while.",2021,03
"Just got these and so far, they have lived up to the hype. Phenomenal value, no complaints on these at all.",2021,03
Very comfortable to wear while playing games!,2021,03
This is my second headset from Bengoo- I love this!! Sound is amazing and it looks super cool,2021,03
"Fits well and comfortable for my 8 year old - great price, too.  The plastic seems a little cheap, but looks like it will hold up well enough to my rough 8 year old boy ;).",2021,03
Sound quality is amazing and definitely is good for talking trash on Online games haha,2021,03
My son is happy with the quality of his gaming headset so far. Thank you!!,2021,03
It came in good condition and it has good sound,2021,03
Dont work with ps4 to good and not for kkds the mic will break off if you drop it or hit it when its out no flexibility,2021,03
It is OK for a beginner headset or for your kid who plays and he’s probably gonna break it after a couple weeks but other than that you pretty much get what you pay for it’s made out of cheap material and feels like it anyone who plays a lot It’s probably not what your looking for.,2021,03
I love the sound quality as i am using it for school. i also enjoyed how well the microphone worked too. love the lights and I feel like I am in the zone whenever I use it!,2021,03
"The quality seems a little cheap because it’s plactic but the quality, and all the features are on point. They are really comfortable and make it fun to play with",2021,03
Works exactly how I needed it to.,2021,03
I bought this to use as a cheap racing headset to communicate with my drivers and surprisingly it works fantastic so far. Sound quality and noise canceling seems really good. The real test will be in a couple weeks at my first race.,2021,03
Update:The mic no longer works after 6 months and there is no product support.,2021,03
Great headset for the money,2021,03
Well.. I had to prep them to handle a floating ground output amplifier.. THESE HEADFONES ARE ALMOST KNOCKING MY EARDRUMS OUT OF MY NOSE WITH PRECISE AND POWERFUL SOUND DELIVERY 💯💯💯💯,2021,03
Amazing headphones for gaming!Great product.I recommend them.,2021,03
They’re good pair but are very flimsy after a few uses but don’t count on my review my sister I think may have messed with it,2021,03
This headset is good if you want them for gaming 10/10.,2021,03
Awesome was surprised how easy sound really good very comfortable. Was surprised how comfortable plush and soft i have never used a gaming head set I hate them there uncomfortable. I usually buy high end but went cheap I thought they would be crap honestly they sound as good as my bose !!! Wow,2021,03
It works great! I used it for my school and it works really well.,2021,03
it was great especially for the price,2021,03
"Looking at the amazing price and the sheer number of reviews, i thought these would be good, but I was disappointed. They look really really cheap, and feel that way too. Mine had some dried glue or subtance from the factory on them. They were ok in comfort, but I had to draw the line with sound quality. If you've ever owned a pair of Turtle Beach headphones, these sound so muffled. There was no range to the sound at all. Just mids and lows. It made it hard to be competitive in warzone because you couldn't really make out some crucial distinct sounds like the direction of footsteps or gunfire. I probably should have known better, given the price. According to other reviews, this headset is pretty decent, but i guess they just aren't for me.",2021,03
Bought for our son since he likes to talk while he plays and takes ours constantly. Loves them and have great sound.,2021,03
I have used this headset for a few days now and have no issues. The old set that I used from a different company had interference with my friends playing and could hear themselves talk to me. There is no issues with that from this new headset that I purchased.,2021,03
Feels and sounds great! The audio is amazing and the lights are so nice,2021,03
For gaming!!!!!!,2021,03
comfortable fit,2021,03
Cool colors. Lights up.,2021,03
great sound quality,2021,03
Nice quality for a good price!,2021,03
This was a good product in all my other headset brpke so i got G9000. I was shoked that it had prety good of everything.,2021,03
It’s a very good gaming headset that has very good noise canceling and allows u to focus,2021,03
The quality and i dont like the usb cord,2021,03
Fast shipping. Great  buy for the price. Definitely would buy again,2021,03
"I bought 2 pairs of these as gifts and both pairs were a major pain in the A to connect to pc for gaming. Sound quality is very decent for price, but would not reorder due to connectivity issue...I do not even know how I finally got it to work. My pc settings are whack now, but they have a headset to use...mic is not the greatest. Must speak loudly to hear and does NOT shut off even when button is switched off...",2021,03
Great product,2021,03
works well and looks great,2021,03
"Excellent for gaming, incredible noise cancellation, and great sound quality. Feels like I'm actually in the game.",2021,03
Good good good !,2021,03
its awesome im able to talk better and hear better,2021,03
The headphones echo when your gaming and noise cancellation sucks,2021,03
Quit working within 4 months of use,2021,03
"They looked cool and the comfort was not bad - But no matter how much I adjusted settings and played with them, people had a hard time hearing me over mic. Got annoyed and gave them away as I did not want to go through the hassle of returning them.",2021,03
Look good,2021,03
My son (8) enjoyed the design.,2021,03
I have bought close to 25 sets of headphones for doing my gaming channel on youtube and these are by far the absolute best FINALLY,2021,03
I love how the sound response on this headset!,2021,03
Works great with when playing roblox!,2021,03
"I got these headphones to upgrade my cheap starter pair, and I have been using them to teach English online since January. They have performed wonderfully: I can hear my students' pronunciation very clearly, my students have no trouble hearing or understanding me, and I am not dealing with a headache after wearing them for five hours straight. Plus, my Chinese students think they look cool! They've been a great investment, and I highly recommend them for other online ESL teachers!",2021,03
My son is happy and uses for distance schooling and gaming. He breaks headphones all the time so hope they hold up,2021,03
Great headset for the money. Very pleased.,2021,03
For gaming,2021,03
Microphone is super faint and far away people can barely hear u at all,2021,03
I'm not gonna lie this headset was better than I anticipated. I'm super happy I bought this one. Looks great and sounds awesome. They are sooo comfy to wear its amazing. Great gaming headset for a really good price.,2021,03
The sound quality was good but it barely picked up my voice and always had a constant ringing noise whenever I plugged it in,2021,03
"My son was very happy. It's bright blue, has a blue light, and looks like it came from outer space.",2021,03
Great item,2021,03
"These are super lightweight headphones with good audio and microphone input. The wire is very long and durable as well. Controls on the wire work. Plugs are covered with a plastic cover for protection, and it comes with the adapter for PC use. I love the pink color, very nice and pastel. The lights add a nice flare to it as well, although they only stay one color and don't change. Padding is comfortable and does not make the headphones feel so heavy and tight on my head. The material is like a hard plastic for the overall headphone and controls. I like it a lot. I recommend getting these headphones.",2021,03
"Product defective, arrived broken. Microphone does not work. Volume one output randomly changes. Would not recommend.",2021,03
"Excellent headphones for the price. Great noise cancellation, i couldn't even hear my dog chewing up a new pair of shoes right next to me while i had them on.",2021,03
Great product with reasonable price.  I bought a second one.,2021,03
they work super well w my ps4!!! best headset i’ve gotten so far,2021,03
"So far it works well for what I do, which is just playing online with my friends. But the mic works well and the sound quality is very good. It's the first headset I've ever bought but I'm satisfied with the purchase.",2021,03
"Comfortable, good sound quality. Went with the purple color and i love the way it looks. Happy with my purchase",2021,03
"I wasn't expecting much heading into my time with Bengoo's G9000 gaming headset. After all, it costs around $25 and is made by a relatively unproven brand. Surely it can't beat the likes of Astro, SteelSeries, Turtle Beach and the like, right?Nope, it can't. But what you do get is a surprisingly solid pair of cans for your gaming needs. The Bengoo G9000 is an over-ear headset featuring inline volume control, a flip boom microphone, and non-customizable blue LED lights. It looks the part it plays for those who like something a bit flashy looking, though I personally was never a fan of the sharp, pointy edges that mainstream gaming accessories tend to sport.",2021,03
I like that they aren't to loud and very clear. Very comfortable.,2021,03
Solid headset. Not bad for videos and music but it excels for video games with much needed audio awareness.,2021,03
Son used for gaming. They worked.,2021,03
This product is awesome I love how the sound quality is perfect and the only thing is that after about 2 hours it starts hurting your ears but barley. But overall I LOVE this product. So I would totally recommend buying this and I've looked at many headphones and this was the best one yet.,2021,03
"Good sound, if I keep it on too long, it hurts my ears. Might be too small for my giant ears",2021,03
Got them for my boyfriend and he loves them.,2021,03
"Good sturdy quality, great for gaming. I just got mine in today. So far they are worth the money I spent. Noise cancellation isn't bad. I like LOUD, these are a bit quiet for me. But others in the house thought they were plenty loud.",2021,03
I love the fit of the headphones and the extra padding.  The sound controls on the cord are easier to use than other headphones.  Gamers that I am playing with said that my sound isn't as clear as my previous headphones.,2021,03
I liked the mic,2021,03
Pretty good for the price.,2021,03
For gaming it is really good.And the noise is perfect I can hear it very well.,2021,03
"I bought this headset for my boyfriend’s birthday last month and he loves it! For the price this is an outstanding product, it’s high-end quality in my opinion and hasn’t given any issues at all.",2021,03
First ever gaming headset and it’s awesome. Fits comfortably and is great for talking and listening.,2021,03
Reliable,2021,03
"I needed a new set of headphones for working at home. I hate those little ones that is often recommended. I like my ears covered all the way. These are perfect. They fit over my ears just right and the mic works beautifully. Bonus, they light up in my fave color. Love that the cord is rope. Working on getting a matching keyboard and mouse but that's another story. Glad I bought them. Happy.",2021,03
I bought this for my son and so far he really likes it. Overall design looks nice; however he said he can still hear the background noises.,2021,03
I like this headset. I really do! After about an hour of wearing the headset it starts to hurt my ears a little bit. Not that the volume is too loud but maybe because I have a big head and big ears. For the price the quality is great! The seller did everything as promised and shipping was on point.,2021,03
It works really good for this cheap of a headset I was really suprised I just got a razor headset not to long ago but this one works even better I think,2021,03
Great price headset for what it is.,2021,03
You could hear everything that is going on in game and the noise cancellation is amazing!,2021,03
Good headset for gaming.,2021,03
love the noise cancellation and very comfortable,2021,03
Hi.  I'm 11 and I use this for gaming and distance learning.  It's great.  I can really get into my games when I'm gaming because the sound quality is great and I really enjoy feeling like I'm in the game.  It isn't quite noise canceling because i can still hear a bit when I have the headphones on my head.  Overall I'm happy with my purchase.,2021,03
Tup,2021,03
"Very comfortable, great sound quality",2021,03
"Headphones came in a bag not in a box, no instructions and no warranty info.",2021,03
"Excellent product I use it for my PS4 and Switch. No issues at all, I highly recommend!",2021,03
Not made for ps4 you can only use it as a microphone or headset at a time so you got to go to settings and choose which setting you want,2021,03
Do not waist your money on this!the mic does not work. my son was excited about this headset but now i have to find him another that actually works.,2021,03
Didn't realize until the unboxing that in order for the lights to work u need a usb not a super big issue it was a gift for my son's birthday he likes them very much,2021,03
"I bought these for my daughter and she absolutely loves them. They are a nice size, not too bulky and the quality is good for the price.",2021,03
Ordered for my daughter for her Xbox to play and she loves it great buy !,2021,03
Best pair of gaming headphones my boyfriend has ever had!,2021,03
Great for gaming,2021,03
Great,2021,03
Really love the noise cancellation and the padding at the top definitely gonna purchase,2021,03
"Honestly, it is really good!",2021,03
very nice,2021,03
I disliked it because people on pc can hear their self like a robot but anything else it’s good,2021,03
Great set of Gaming Headphones .My husband and my kids both agree this was a good purchase .I like the design and it's perfect for adults and children .Sits comfortable on the head and gives good sound and others can hear you as well when playing online .Very happy with this product .,2021,03
This product is very good for noise cancellation and is long lasting very recommended,2021,03
"It was clear to hear but speaking for me, no one could hear me enough.",2021,03
its very comfy to wear and its colors are really cool,2021,03
I’ve have bought this item two times it has lasted me since 2018 and has been great this is probably the best budget gaming headset👍🏻,2021,03
USB plug is not recognizable by computers,2021,03
"My old gaming headphones broke and I quickly searched Amazon for a cheap pair for a few bucks. I found these and saw they had great reviews so I decided to give them a shot. I didn't have any expectations, but these headphones blew them out of the water. Amazing sound quality and EXCELLENT noise cancellation features. Highly recommend these headphones.",2021,03
"Good fit, good sound. Purchased on sale, worth it.",2021,03
Sound is great. I love the LED lights. Matches perfect with my game room! Thanks!,2021,03
