,topic,document
11484,0,Great headset. I've paid much more for headsets in the past that weren't as well made.
11485,0,"I use this for work, not for gaming. The sound comes in and out in the left speaker, but the sound quality is better than using my cell phone or computer microphone and speakers."
11486,0,Bought as a gift for our son. He loves them! They work perfectly while he plays his games. I can't hear what he's playing or watching and he can't hear me when I tell him to do chores.
11487,0,I bought 2 & you can’t hear anything on either one of them. My husband & daughter play Xbox with each other in separate rooms. But neither one could hear the other. He replaced his with Turtle Beach & she would try to use both to see if either one would work & he could never hear her & she couldn’t hear him. We replaced hers with a Turtle Beach also & now they just sit.
11488,0,So far it stood up to my 9 year old he bought these  with his Christmas money for his fortnite an every chance he gets he is playing any game or movie has them on since the pandemic an being in virtual school and not really having any friends this was perfect for him to be able to interact and play with some friends that we knew personally an other people [should definitely be sectioned out in age groups DEFINITELY NOT THIS COMPANYS FAULT BY ANY MEANS] he isn't  very easy on them either I'm sure I've heard them dropand hit our very hard floors no less that 40 times an still going strong
11489,3,"bengoo g9000 in blue, i got a refund today. thank you very much."
11490,0,It is decent for its price. although its really tight on the head. Very good vendor. I got a faulty one and got it replaced!
11491,-1,To small for my comfort
11492,0,My son loves corded headphones and this was really a nice one. Doesn’t drowned out all noise but does the job for the money
11493,0,"Sound is good but I still hear things unless it's on blast, the mic is meh, but it's easy on your head"
11494,0,Right out the box. You can hear perfectly but I couldn’t be heard it said my microphone was on and making noise but no one could hear me did not glow blue at all cord was already lose and when you move it sound would jump and go in and out
11495,15,This item is not what I was expecting.
11496,0,"I bought this, as I needed a replacement headset that utilized USB connections.This uses 3.5mm connections for audio.  The USB connection just turns on the LEDs.  So it looks great, but doesn't do jack.In addition, the headset itself is uncomfortable.  Heaven help you if you already have a headache and you throw a pair of these on.Congratulations to the manufacturers; I have never returned an item to Amazon before this one.  You have won the prize."
11497,6,Great customer service tho
11498,0,The sound is good it’s just the mic when I talk my friends say they can’t hear me good
11499,0,Microphone failed within a week
11500,0,My team usually has a hard time hearing anything I’m saying due to the headsets poor microphone. The sound quality is fair. And the long and bulky cord can be a bit of a nuisance
11501,0,Still can't believe how good this product is for the price. I've been using this headset for the past couple of months and it is solid!
11502,0,"Works great for casual gaming! Comfortable for long periods of time. Run into issues sometimes where if a lot of effects go on in game headset has a hard time following, but that rarely happens. Best headset for the price tbh"
11503,0,These do NOT work with computers. Windows does not recognize them and no software exists to help. You can hear people but the mic does not let people hear you.  They work great on laptops. The mic and lights are problematic. Noise canceling and comfort are spot on with everything except computers.
11504,0,"The mic had very low input signal when it worked, but mostly it would cut out and not work at all."
11505,0,Update....I received a replacement pair after the mic on the first was static-y.  My son uses these for gaming so the mic is really important.  The mic was exceptionally clear. Sound is great too.  Very pleased especially for the price..
11506,0,Worked ok for a month. Now there is background noise and a bad echo
11507,0,"I love this headset, it’s very good for music and gaming. Even if it only seems to support standard Sony controllers, so I couldn’t use my custom controller with it. But it’s no big deal, it still lets you hear things, you just couldn’t use the mic since you didn’t come through. But the sound quality was really good and crisp, especially when it comes down to Bass, it was perfect.TLDR, Great as long as you have a Sony brand controller and nothing aftermarket."
11508,0,For sure it’s nothing for professional gaming and music but for that value it’s really good.You can’t do anything wrong with if you don’t have high expectations and look for an spare device.My daughter is happy with.Good quality for good price
11509,-1,So far so good. Much cheaper than expected but time will tell
11510,0,I wish I could hear myself in my headphones but beyond that great for the price sound quality is good not great and mic is clear
11511,0,"Cute and comfy but the volume does not go up too high. High enough for most gameplay, but I play games where I need the extra volume at times"
11512,0,"most think this will work on a gaming console. Partially they will. but how the console is designed, there is no USB PORT NEXT TO AN AUDIO outlet.  there fore the player is left to choose between the lights on the earphones working or the audio working... and we all know audio is a must.  so all that is left....  IS WHATS THE POINT OF THE LIGHTS IF YOU CANT USE EM WHILE U GAMEthese are computer gaming earphones"
11513,-1,Ow
11514,10,He hasn't complained about them. So it's a plus.
11515,10,"Great product, good starting set for small children who are prone to destroying things often. The upside is they are quite affordable too so it doesnt take much to replace them when the inevitable breaking happens! Thanks so much for delivering what was advertise, and at such a speedy rate!"
11516,14,Broke within a few months
11517,0,"Edit:Their customer service reached out after I posted the review saying they changed manufacturers and asked me to give them another shot. I tried them again, and while I still can't say they're noise canceling, the sound and fit are excellent for the price. The microphone quality is pretty nice too, a friend mentioned it makes gaming with me much easier lol. All in all, these are prolly $50-$60 headphones at a $30 price point, and the customer service is incredibly responsive.The sound is pretty good, and they fit well, but it blocks no sound whatsoever. If that's mainly why you're buying it, you'll want to look elsewhere. Even with sound playing i can hear background noise clearly"
11518,0,Love this headset has great quality and never glitches like my other one it’s a great price and has amazing features 100% recommend
11519,0,Product is cheaply made and also microphone isn’t compatible to XBOX. Very disappointed.
11520,0,I've really liked these headphones but I've only had them for a couple months and the sound is already going out on them. Does anyone know what the company's warrantee on this product is?
11521,0,"I specifically did a search for XboxOne headsets and this came up as an option, but it is NOT compatible with XboxOne."
11522,7,It's OK
11523,0,"I bought these about a month ago. They are already cutting out and fuzzy, and in fact were doing so merely a few days into my purchase. Do not recommend. How this headset has such high ratings is beyond me."
11524,0,I can hear but the mic does not work. I may have gotten a defective set.
11525,0,"This is for young kids, don’t buy as an adult. Piece of garbage! So quiet I can’t hear anything, and built poorly. Definitely a budget headset. I’ve bought better headsets from 5 below for 5 bucks."
11526,-1,AWESOME PRODUCT!!
11527,0,Noise cancellation and output sound was fine.  However the microphone leaves a lot to be desired.  People on the other end could barely hear me and said i sounded like i was super far away.  There is also no way to adjust the microphone so that it sits closer to your face; it's in a fixed position.
11528,10,I had an issue with the first pair but the return process was fast and easy.  I plan to order more for my nieces and nephews!  Highly Recommended!  Item arrived fast and as described
11529,8,great value. My grandson love it
11530,0,They’re just cheap quality and they’re not really comfortable. Mic isn’t that good and they literally snap crackle and pop when you go to put them on your head.
11531,9,Stopped working  within the first week of use
11532,0,"Headphones: Clear sound, working as intended.Microphone: Microphone performance is abysmal. My friends could not understand me. I switched back to my last microphone to solve this issue.Verdict:This headset, if it did not have a terrible microphone (or did not have a mic at all), would be a solid piece of equipment.If you can find a headset with better microphone quality, grab that instead."
11533,0,You will have a great piece of technology in your ears at a low cost. Just enjoy them.
11534,10,My only complaint is these were meant to be a Christmas present and i never expected they would not be in a box or something and the person they were for answered door and since he asked for them he knew they were his.. kinda ruined that gift
11535,0,"When playing games, I can hear the other players, but cannot talk to them.  That feature quit shortly after receiving the headset."
11536,0,I've been using these headphones for a month now and still works really good for my ps4
11537,0,Great headset. Simple for what you need it for
11538,0,Don’t bother with this one. It looks fine but the padding it’s very uncomfortable the sound is terrible not worth the money at all I will be returning this
11539,14,Broke after a month. Couldn’t hear out of them anymore
11540,8,"Bought this for my son and he loves it!...Great look, function and value---triple threat!"
11541,0,"This headset works well. It's decent quality, the sound is good. They definitely aren't noise canceling, but that doesn't bother me. Overall, glad I bought this!"
11542,0,PS4 works great! I can’t hear a word people say around me they have to yell for me to hear .
11543,0,The sound quality was a lot better than I expected and my son loved the lights
11544,10,They do the job for sure! But then you can expect it because of the price but for the price they are nice
11545,10,These really helped my son
11546,0,"The mic didn’t last very long until it started having problems. Also, you can’t move the mic around so people can’t hear you."
11547,-1,"Connects well, fits well on the ears, sound quality is great, and mic boom does a good job.  Definitely worth it."
11548,0,These were great for the money they work well with the Xbox one sounds good
11549,0,Works as expected. Very comfortable. Sound quality is good. Great price
11550,0,Microphone required db to be increased and barely picked up voicing. The constant static made my friends go nuts
11551,0,"I use these during my conference calls at work, always clearest one on the call when I tell them how much they disappoint me."
11552,0,"I think they are good especially for the price but I wish that they were more adjustable.  They are great for sitting up and listening to TV or gaming, but if you want to lay down or have them adjusted to your head they are not good.  They feel bulky and don't quite fit to my head.  For someone with a slightly larger head, they may fit.  However, with them not being adjustable I think my problem would be flipped if someone with a really large head put them on as they are not adjustable.  Also, the two connection types with one cord hanging all the time is just a huge bother, and it is definitely a design flaw.  There should be some way to tuck the unused connector up so it doesn't dangle and become a nuisance.  Sound, noise cancelling, and upright use is all good though.  I gave it a 3 because of these factors."
11553,0,In order for your lights to work you would need a HDMI extender to connect to your controller and or outlet
11554,0,"So I bought it because it was on sale for 15 dollars (that should have been my first hint) the sound quality was terrible I've had better call quality on a ham radio from the 60s. Freinds said it echoed and had a static sound, and there is about a football feild length of wire hanging on it that's just irritating."
11555,0,This is my fourth blue one. Headset last about 6 months to 1 year. My son like it. I am unhappy because I paid for a NEW headset and a used one arrived.  Waste of my time. Now I have to return it.  I reordered the green one it cost more. It better be new.....
11556,0,Pretty good headset but not as loud as you would think and not good for extended gaming sessions. i get uncomfortable after awhile.  it would be 5 stats if sound volume was abit better and abit more adjustable headpiece for comfort
11557,0,Sound quality is good
11558,0,Quality of product and sound are very good!
11559,0,Very cheap quality and the sound is ehh. Worked really well the first day then all of a sudden was static and couldn’t hear the sound clearly.
11560,0,"Bought 3 headphones, 2 pink and 1 blue and the blue one is great, but okie of the pink ones doesn’t work at all."
11561,0,Sounds great. Mics good. Worth the money.
11562,-1,got it for my bf & he loves it just wishes the light would stay on without it being connected to the outlet.
11563,0,Not what you want! do not order. Nothing explained correctly at all. You cannot light it up unless you can play your x-box looking at it from behind. USB only for the light- computer USB. too many wires and too short too enjoy. Do not buy you will be very disappointed. I buy a lot from amazon but will not buy BENGOO products ever again.
11564,0,my mic has stopped working. Had it for 2ish months. Other then my mic not working it has very good sound for gaming.
11565,0,"I am very pleased with Bengoo, I was charged twice for this product and they kindly helped me and refunded the extra charge. I would absolutely purchase again!!My son is enjoying this head set!!"
11566,0,"Works as advertised and looks great. A little bulky for my tastes but it does its job.  Note as others mentioned the wording on the headset itself is different than in the picture displayed, but it is the same model.I would  5 star it if it was a little more comfy for long hours of use, but after an hour or two because of its weight and bulk, it really starts to become uncomfortable (for me)."
11567,22,Took 6 days to ship. So much for prime next day shipping. And won't light up without being plugged into a USB. Waste of time and money.
11568,0,"I don't like the fact that the mike doesn't pick up voice very well. Its about half the reason why I bought it.The overall construction is not very sturdy. The plastic is brittle. The LEDS work as advertised, but it takes an entire usb port. So you need three open ports on the front of the pc just to have the headphones work with features.The headphones themselves are uncomfortable and not better than the cheap headset I was using before. The audio quality isn't great.Pros: they look cool but that's about it.Don't pay full price for these. I'm glad I didn't."
11569,15,All
11570,0,I play PC and Xbox so I got this mic for gaming on both or one of them I didnt really care but I tried it on the PC first and it wasn't the best sound quality and I was trying to chat with people but that didn't go well so I tried on the Xbox hoping it would work better on there but nope it didn't so now I'm not getting this mic again cuz it was trash maybe I got a bad one idk so I got one from Walmart that work really good for everything I need it for amd it was like $37
11571,0,Headset literally stopped working less than two uses in
11572,0,Mic quit working after a month
11573,0,Good for gaming and music great sound for the price
11574,0,"Final Update: I received a new headset and surprise, a working mic, this new headset also has better audio quality. Thankful they really care about their customers!! Thank you!Update: They saw my negative review and have emailed me to try to fix the problem with either a refund or replacement. Excellent customer service! I've decided to give them another chance and ask for a replacement. Will update with the results.For the price and what I needed to do, it works, however the mic doesn't even work at all. I ended up using my Antlion Mod Mic Wireless and it works fine. The sound is okay, but that's what you get for choosing price over quality."
11575,0,Son is very pleased with these headphones.  Used for schoolwork and gaming
11576,6,i love this product
11577,0,"my son bought this for gaming but they wee damaged/ did not work.  He unfortunately told me after the return window was closed ,"
11578,8,My son loves it. It lights up he says he feels like he’s in the game
11579,0,This would be a 5 star but in order to use light on headphones you have to plug it in & that wouldn't be bad but the cord to plug it into ur Xbox is SUPER short!! You would have to latterly but on top of the system to use it. Other than that they are fine. Don't buy this for the light because they probably won't be close enough to the TV to use it.
11580,16,Still testing them out
11581,0, At this point I’d call this false advertising. I bought this to use on Discord. Unless you have room for 7 feet of cable and want to have that garbled my mike will never work sound quality don’t bother buying this piece of junk. Not to mention there are just so many things to plug in. It’s cheaply made and I’d get something better at dollar general. Waste of time.
11582,0,"Came broke out of box, sound quality good but mic function"
11583,-1,It did not light up ass it shown on the puture
11584,0,Barely had them a month and the left ear already has a short.Now they tried to pay me to remove the review. Don't trust them.
11585,0,Cord and wires are low quality. After only a few weeks of use 1 speaker goes in and out and you have to play with the jack and cord to get it to work.
11586,0,Lights only work when connected to USB
11587,0,Absolutely love these headphones. The cord gets in the way sometimes. But the sound quality is very good and for the price I love these. I bought a red one and blue one for me and my son. He loves them
11588,0,"Great headphones,  nice selection of colors and can be used on multiple devices"
11589,0,headset is ok --sound is ok---little tight on ears.
11590,0,"Awful. First thing, I opened the box, the headphones looked beautiful and I was so excited to try them out. I tried connecting them to my computer with one wire, didn't work, tried another, didn't work, finally worked with the extender thing. I called my friend to play Valorant after, he said the mic quality was AWFUL, and it is. The sound is also terrible. Can only hear through one side or the other at a time and they're extremely uncomfortable. Can barely adjust them, mic is very far from face. They would also disconnect constantly, and when they did I had to set them back up, they also crashed my game every time they disconnected. Do not buy. Not worth it."
11591,0,I love the sound quality and the noise cancelation of the headset and the overall quality of the headset like for the price it is it is extremely worth it
11592,8,My kids like it
11593,0,"Nice gaming headset for cheap. Mic works great, sound is great, and the options to use for Xbox, PS5, or computer is pretty sweet. My only gripe is the ""noise cancelling"" isn't anywhere near a Bose, Beats or JBL and if you have a pumpkin head like myself (it houses a BIG brain for gaming...duh), this headset can be a little uncomfortable to wear for long periods of time. Overall 4/5 Stars and I'd buy again"
11594,0,"The sound from the headphones are good however the microphone is BARELY picking up any sound. I’ve adjusted sensitivity levelS and microphone boost to no avail. The only way it picks up sound is if, by hand, I pull the mic closer to my mouth, which kind of defeats the purpose Super unfortunate."
11595,0,They don’t light up blue  like it shows on the picture. The sound is vary poor. they are not loud enough for you to hear the game. Don’t waste your money 💵
11596,0,The mic doesn't even work and there's no noise cancelation the mic didn't work the first day the audio started cutting out on the second day
11597,3,Only cool thing is the lights and they don't work unless you plug in USB... Cheap cord broke within a month. Wou
11598,0,Its sound quality is best.
11599,0,Great purchase as a gift my brother love it for gaming. Great sound!
11600,-1,This worked for two days and then it broke
11601,0,My sons headset has suddenly stopped working -he cant hear anything and just got the headset about 6 weeks ago. Anyone else experience this?
11602,0,The sound is fine but the mic is not good.
11603,0,"My wife got me this headset and OMFG the amount of trouble they caused in the span on a gaming session!it started before gaming as well. at first I could either get to hear or have the mic (Kinda) work, if you could call it could only pick up me tapping on it working.I and my wife fiddled with setting, Plugged it it different ways like in the speaker jack like my last set, Though my Xbox controller and directly into my PC with and without the splitter. Finally my computer noticed the headset in the Xbox controller, OH BOI I will give it another chance and have a 4 hour gaming sesh with my friends... Yeah about thatSpent an hour trying to fix the headset AGAIN! either no one could hear me, I was super quite Or I was breaking up so bad it was pointless to talk with this headset I basically spent the remainder time yelling over to my wife's headset (she was also playing with us) just for people to hear me! well awesome my voice is now shot for the night, coool.Oh and my ears, OMG is this headset uncomfortable to my ears, I don't think I have ever had a set that didn't completely cup my ears, Spoiler alert, these don't. I was complaining about the ear pain these were causing me before we even started playing and before the hour of trying to fix my mic.the sound was nice and they look kinda cool... sending them back and sticking with turtle beach -_-"
11604,0,For me you had to have the headphone jack in a certain spot and stay still for the sound to stay on. It works only sometimes but the more you move the more it cuts out. But the sound was very clear and my party could hear me clear when it did work.
11605,0,It looks good and sounds great. I gi e the noise canceling a 4 out of 5. It is good but it could  be a lot better. Definitely a good buy if you are 9n a budget.
11606,16,Don't work!
11607,-1,"Dislike completely. Do not buy do not pass go, this product is useless for its intended purpose. Yes, I want to use the light feature which requires me to plug in the USB cable which is only 4” long same length as the audio cable that plugs into the controller. Unless your willing to sit with a portable charger this product is of no use to me and I recommend anyone that wants to use the product for its intended purpose to wait until they make the cable an adjustable length.Veteran , Nerd , out."
11608,3,Wired set up.
11609,0,They are not the best at noise cancelling but everything else works great!
11610,0,Awesome headset for gaming at a great price.
11611,0,Tried these for the first time and mic doesn’t work. I will be returning.
11612,0,It's not the worst and it's certainly not the best but overall I think that it was a bit too expensive for its quality.  It it supper uncomfortable.  The mic is SUPPER quiet and there is no way to turn it up.  overall I highly recommend getting a turtle beach headset.
11613,0,Great headphones to replace those expensive Astro a50s
11614,0,"purchased these as a quick fix for a broken pair of quality headphones, while my new ones arrived. Used for gaming only. Very big and bulky. Below average sound quality. Appreciate the lengthy wire. They’re ok."
11615,0,Excellent sound & noise cancellation! My 9 year old loves them!
11616,0,Would suggest beginning gamers to use it
11617,0,"They have good sound quality and experience but the volume is a little l light, hopefully that's just my bad ears"
11618,10,My grandson wears them alot
11619,0,"Decent sound quality, directional sound works well, mic is a little quiet but you can easily fix this in settings on the windows pc I am using so no problems there. The USB seems miscellaneous unless you want them to light up, which is kinda cool honestly lol, but would be nice if the USB extension was removeable"
11620,0,The sound is really good but the reason why I gave it a four star for gaming is because i wear glasses and most headphones make usually make my ears hurt but this one is really great at lessening that but of course it's not perfect
11621,22,Squeezed tf out of my head sent it back
11622,0,Had them for 3 months and loved them. After that I was having trouble with them connecting to the Xbox and after a few weeks of that they just died.
11623,0,The extensions are not quite long enough and they are little tight.....
11624,0,"My son loves it but it broke after a few months that he couldn't talk to no one but he can hear them, he wants me to buy him another headset"
11625,0,"Bought these headphones for my son to use with his PS4. He can hear others just fine, but the mic doesn’t work. Very disappointing. Just arrived and took it out of the box today."
11626,0,The quality isn’t very good on these. Sound wasn’t the best either.
11627,0,"its trash, sounds quality is trash, microphone is trash. save your money"
11628,7,Na
11629,0,If I could give 0 stars I would. I paid for same day delivery and I showed up 4 days late. I finally get them and the sound quality is bad and there was loud static coming from the headset
11630,0,I'm coming from a $150 pair of hyperx cloud 2 headset. They recently stopped working so I just bought this as a cheap replacement and boy was I surprised. The sound/mic quality is just as good as my old hyperx headset. Don't waste your money on expensive headsets this is def worth the price
11631,10,"My son goes through pairs often, these have been the ones that have held up the best"
11632,0,"Good headphone. It doesn't give a Lot of room to adjust on your head, I wish the head part could extend further"
11633,0,"With all my volumes up and cranked, its so quite."
11634,10,Husband loves them. He wears them everytime he plays the game. I can be yelling his name for 30 minutes and he will not hear me with them on.
11635,7,Could be better
11636,0,This was absolutely the worst headset I ever received. I had bought the adapter and plugged it into my Xbox 1 controller the sound was so far away even on high volume. The quality was bad it looks nicer in the picture than it actually is. I would not recommend this item AT ALL
11637,6,good for the price
11638,0,If you are looking for an entry level headset this is great!!! Good sound and good noise reduction. For the price you can't go wrong.
11639,10,My daughter loves them! Would highly recommend! Shipping is fast!
11640,0,The cord is entirely too irritating and in the way!!
11641,0,They sound pretty good and they feel reasonably comfortable but they feel cheap and the audio output is terrible. The guys I play with don't really understand what I'm saying most of the time so I spent a bit more money and got myself a nice pair. They're a decent backup pair. EDIT: Bengoo just reached out to me to refund the product if I changed my review... I respect them trying to make it right but on the other hand... I don't like review bribery
11642,6,Good product for the money
11643,0,"I like this headset a lot more than the red and blue headset, the microphone quality has some issues using it on Discord and can be a little tricky to gauge the sensitivity but the sound is pretty good. It is crisp for the most part, I love to use these headphones because they're also very comfortable."
11644,0,"I got this headset I think around 2019 or 2018 but still it is working and the lights have not faded one bit. definitely get this, it's a money saver and it makes an amazing gift for you or your kid."
11645,0,These headphones do not work. Will be returning. Highly disappointed had high hopes.
11646,0,"Ordered this and received on 8/26.  While the audio quality wasn't ""high end"" by any stretch, husband was happy with the way these felt and sounded in terms of my usage. He used them for gaming and online chat, but the microphone on/off switch has broken after 5 days of use, rendering this headset completely useless for its intended purpose.  My husband has resorted to taping and gluing up the headset which was broken and ""unwearable"" because that headset still works.  This one, not so much."
11647,0,"My son loves his headset, they are perfect for his PS4"
11648,0,The price point is good but these are functional.hut not comfortable.
11649,0,Had this head set for 3 months and the sound started cutting out really bad on it
11650,-1,"I got them for my son as a birthday present, so far he been really enjoying them. He loves that they light up. He thought it’s so cool."
11651,0,"The box came opened and smashed. The microphone barely worked at all and now simply does not work. The sound is fine, the microphone was just an important part."
11652,0,It works and does everything you need it to. The quality of sound just isn't there. But it works pretty good and will get you going. Good starter headset. If your wanting quality you might want to get something better
11653,0,"I would recommend this headset, we have been very satisfied."
11654,0,Either i sound a mile away or i blow out my friends ears with static there is no inbetween no matter what settings i fiddle with i'd rate it a 0 if i could
11655,0,"Initially, when I ordered this, it was pretty bad to be honest, however, the nice people at BENGOO reached out and addressed to me that they have fixed the overall issues I had with on the headset. They were willing to send me another one.After reviewing the new headphones, I was amazed at the improvement. For the price, this is definitely a headset you want to get your hands on. The Sound quality is great and the mic quality is very clear. I am now very satisfied with this purchase. If you are looking for reasonably priced, top quality wired headsets, this one should definitely be taken into consideration."
11656,0,This is a great prouduct. Works as good as Beats
11657,0,Has a 2 part plugin. USB is for the lights. And headphone jack for sound. More for laptop than using with controllers.
11658,0,mic broke after a few months and i know its these headphones because every other headset ive used worked
11659,0,We like it! Sounds great
11660,0,Pros:1. Super great sound2. Pretty noise-cancelling3. Great volume4. Mic is decent for the price and filters out exterior sound pretty wellCons:1. Super tight on ears (keep having to take them off to pop my ears even though my ears are tiny)2. It works far better with my laptop (alienware) than my pc (ibuypower) but I doubt that's to the fault of the headphones.
11661,0,These do not work.  Waste of money . No sound at all.
11662,0,This headset has blown me away by how good it is. Very good quality. If you are looking for just a basic do the job type of headset this is it.
11663,0,My child uses this for gaming. He’s very happy with it! He’s picky about headsets and this one seems to work well enough for him without any complaints. He’s able to chat with others while gaming and sound quality is good for him. Easy to use and no setup required for gaming on pc!
11664,0,This headset is extremely comfortable and has great sound quality but unfortunately has an annoying static/buzzing sound when I'm talking to my friends. Very disappointing!
11665,0,These stopped working in 1-2 weeks. Cuts out sound and mic. Bad connection on the inside somewhere. Cord is also ridiculously too long.
11666,0,"It’s not damaged, the cord isn’t messed up but I bought it 8/23 and today 9/1 it’s already done lol if I connect it, the sound doesn’t fully come through like as if you have to keep adjusting the cable like an old school broken iPod. The mic isn’t working bc of this. Terrible, would have rather bought another brand same price. Don’t buy."
11667,10,"For the price, you absolutely can’t beat these! The brand name was a very odd twist on a more notable brand, but very solid product!"
11668,16,it does not work
11669,0,Save your money and buy a hyper x or turtle beach headset these are trash.
11670,0,The sound is great and for a call of duty player it’s all about hearing the footsteps and these babies do that perfectly. It’s a game changer!
11671,0,"I am told people can barely hear me when im not talking loud. Its probably the distance the mic is from my face bc its worse when the mic isn't all the way down. Also, i dont use the lights on this. I hook it into my game controller which is way too far from any computers to be able to plug the usb in at the same time (which powers the lights). If ur audio plug is right next to a usb plug, there shouldn't be much issue.This does not have the feature that turns the mic off when the bar containing the mic is up.Over all, i got this on primeday and its my 1st headset ive used for gaming. Its functional"
11672,0,Overall I really like them. They're a fairly solid product. Comfortable to wear. Sound quality it good. They feel sturdy and easy to operate. The only complaint I have is that the cord is a little bulky and cumbersome but even with that I'm actually kind of glad that its sturdy and feels durable.
11673,0,Haven’t had them that long maybe a couple of months and the sound has went out on one of the headphones
11674,10,My husband absolutely fell in love with them. They are so comfortable for him and work perfect!
11675,0,"Sounds quality was fine but stopped working within 10 months, I kept the cord straight and didn’t bend it much but it’s losing connection"
11676,0,Love the color and sound quality
11677,0,My child loves this headset
11678,0,good head set
11679,6,"It’s good, very good, I’m sure there are better out there but I got it for like 20 dollars, and this might be a competition for the very expensive ones"
11680,0,I've had this headset for less than 6 months and the mic has already started to go out. I have to have the cord a certain way for it to work. If the mic is working and I move the cord whoever is on the other end can hear ridiculous amount of feedback. I play on Twitch streams so it's great to go back to watch and all you can focus on is the feedback from this headset. Not worth the $30 I spent. I'd rather buy a Razer headset that'll cost me more in the beginning but I don't have to worry about it braleaking 6 months in.
11681,0,Do NOT buy!! The headset needs a special adapter to even work!! Waste of money.
11682,0,Junk quality. have had other cheap brands these are junk quality sounds muffled. basically have to scream into the microphone too
11683,0,"We went on a long vacation so I worked part of the time, having meetings in the car. The people on the other end were able to hear me and not background noise from the road (even in torrential rain!).  I was also able to hear them clearly. It was exactly what I'd hoped for!"
11684,0,My son uses it for gaming and listening to videos while he does his school work on a laptop. Great quality will by more for my nieces and nephews.
11685,0,"Bought these as a Christmas gift for my boyfriend. Mind you, he tends to have expensive taste when it comes to technology. After putting them on, he scolded me because he figured they must’ve costed one to two hundred dollars lol thanks Amazon. Great clarity of sound and noise cancellation. 2 months later they still work great."
11686,0,My kid liked these headphones for his gaming system but I really like them for doing my telehealth video sessions for work.
11687,0,"For The Price It's Not A Bad Headset. Sound Quality Is Good, Could Use A Sound Booster, Like A Button To Increase The Bass Or Treble. That's Just My Opinion After Using Multiple Headsets That Comes With Those Features. Overall, They Are Right In The Middle As Far As Sound And Price Is Concerned. Also, The Cord Is Alil Long, Like 3 Foot Long. Wish It Was Shorter. There Is Also Two Connects At The End. It's Split With The Headphone Jack And A USB At The End Of The Cord. Not Really A Big Thing, But It Does Get In The Way Sometimes."
11688,0,The product looks high quality.  Exactly like the picture. Its light weight.  Noise cancellation imdepends on the volume and cab be adjusted. Instructions are simple and to the point.
11689,0,Bought these for my son. 3 months they worked well but then the microphone stopped working
11690,-1,I received it and it wasn’t a BENGOO product and it didn’t light up like described.
11691,10,These are pretty good if you aren’t looking for long term. they work great but mine only lasted a few months before just completely giving out randomly
11692,8,Bought as a gift for great-grandson and he loves it.
11693,-1,Don’t waste your money
11694,0,Some reviews says these headphones are better than $100+ ones. No. They are not. I have Sony Studio Monitor MDR-7506 to compare with.Specs shows 15 Hz to 20 kHz. Not even close to 20 kHz. Sound like from metal barrel - without high frequencies and with over-boosted bass.Can not turn off LED light. There is a thing like a button on sound control box. I thought it should be LED switch button. It is not a button at all.
11695,3,Enjoy using.
11696,0,It broke after having it for 3 months. It was nice when I first got it but no one could hear me when I talked into the mic.
11697,0,"The sound quality is great, but no matter what configuration of setting I change on my council. It still sounds like I am talking from across the room. The pickup on the mic just isn’t great."
11698,0,"I ordered these for myself.  My current headset's just reached the end of it's life and needs replaced.  These appeared similar and were near the same in price. But oh boy. The quality.  First off, unless you have an extremely tiny head, or are a child, these are not for you.  The ear cuffs are absurdly small, I had my Japanese roommate try them on and even he laughed at how ridiculously tiny they were. There's no way you could wear these for any length of time without getting a headache from the pressure to your ears. But hey, maybe they'll sound great and I can get past that.  NOPE! The audio was muffled and quiet, had to turn my volume up five fold to hear anything compared to my worn out set (The set that's literally falling a part sound better... come on....) All of this comes after waiting a much longer delivery time than quoted, by almost a week, and when the package DID arrive it was crushed.  Headset seemed unharmed, but with the sound quality, who knows maybe that's a factor.  I can't say. All I CAN say is that these are absolute junk."
11699,17,Everything about it
11700,-1,It just wasn’t worth the money
11701,0,"Would not work with any controller I have. Only worked with my phone. I have 3 different types of Xbox one controllers and it didn’t work with any of them.Cheaply made, poor quality."
11702,10,"She's on her second pair (7yr old), but the first set lasted over a year.  Great for how she treats them,  and the price!"
11703,0,People could barely hear me no matter how close the mic was to my face
11704,0,They do feel cheap and that's ok for the price but the mic and sound are better than expected so you won't be disappointed of you consider the price. The mic is loud and clear and it does an amazing job at filtering my music playing on the background so it just picks up my voice and does not disturb other players.
11705,0,The sound for the head set is ok but not good or amazing in any way. It’s hard to hear the people talk sometimes it sounds like they’re far away or something. It is also heavy on the cable side. It feels clunky dealing with it
11706,-1,"First 5 months was nice, but after that they do not work anymore."
11707,0,"I love them, it sounds great when I use it on my xbox or on my cell phone."
11708,-1,No problem
11709,0,Only one side worked
11710,0,Has very loud buzz when using mic on Xbox Series S controller. Other than that has great sound and bass but will have to return due to loud buzz when using mic for voice messages and party chat.
11711,0,The best headset you can buy for the money... hands down!
11712,0,"My grandson loved it, the first week,  then the lights stop working, mow the sound. One week!"
11713,0,"The sound quality is fine. The mic quality is okay. But, the mic only works with my AirMac and not on my Windows PC. Its a great set for the price. Would recommend for first time Headset users."
11714,0,Microphone sound is a bit tinny but for 20 dollars everything else delivered.
11715,-1,Bought this item for a birthday gift. He's been using since. No problems.
11716,0,"Buzzing in the headset, not compatible with xbox one"
